"ID_aux";"CODIGO_UNIV";"VIA";"CODIGO";"PREFERENCIA";"PTJE_POND";"TIPO_MATRICULA"
"id_2391923379143";22;1;2280;1;609,3;1
"id_2243922774389";14;1;1471;6;588,9;1
"id_7233972773358";22;1;2221;1;530,1;1
"id_2357923375797";14;1;1464;3;605,3;1
"id_2104921270487";22;1;2221;9;583;2
"id_2384923378415";18;1;1839;2;524,3;1
"id_2387923378794";22;1;2280;1;657,5;1
"id_2434924473474";18;1;1854;9;672,8;2
"id_2381923378162";22;1;2272;1;600;1
"id_2130921273037";22;1;2270;1;510;1
"id_2513925571344";22;1;2221;1;565,6;1
"id_3471934477172";22;1;2258;3;517,4;1
"id_1288912978806";22;1;2261;9;487,5;2
"id_7092970279203";22;1;2266;2;538,4;1
"id_5056950775611";22;1;2255;9;462,25;2
"id_4889948878969";22;1;2208;5;485,4;1
"id_2538925573829";22;1;2226;1;581,05;1
"id_4899948879947";22;1;2231;1;500,9;1
"id_7170971977023";22;1;2262;1;609,8;1
"id_2379923377993";22;1;2277;4;640,4;1
"id_2105921270578";22;1;2276;1;562,8;1
"id_2398923379802";19;1;1912;1;624,2;1
"id_2352923375288";21;1;2132;2;589,9;1
"id_2385923378575";14;1;1412;5;647,85;1
"id_2120921272081";22;1;2275;1;695;1
"id_2390923379004";14;1;1412;1;687,8;1
"id_2161921276106";11;1;1142;2;707,1;1
"id_2384923378442";16;1;1608;3;711,1;1
"id_2362923276201";22;1;2221;3;611;1
"id_2059920575908";22;1;2205;1;510,45;1
"id_2388923378891";22;1;2221;2;590,4;1
"id_2399923379906";14;1;1415;4;653,55;1
"id_2350923375072";24;1;2448;2;682,5;1
"id_2518925571838";12;1;1259;1;709,89;1
"id_2393923379351";11;1;1131;2;674,65;1
"id_2392923379246";14;1;1437;1;597,55;1
"id_2359923375929";21;1;2181;1;578,8;1
"id_2363923276335";24;1;2448;2;680,05;1
"id_2010920271064";22;1;2277;1;495;1
"id_4211942671127";12;1;1211;2;657,25;1
"id_2257922375730";24;1;2433;2;672,45;1
"id_2392923379206";22;1;2277;1;532,2;1
"id_2359923375955";19;1;1939;3;731,55;1
"id_2538925573831";22;1;2264;1;611,85;1
"id_2393923379307";15;1;1503;3;667,05;1
"id_2398923379896";37;1;3718;6;628,7;1
"id_2167921276756";22;1;2227;9;731,95;2
"id_2167921276706";22;1;2274;1;622,7;1
"id_2391923379167";14;1;1412;3;626,2;1
"id_2396923379638";22;1;2256;2;606,55;1
"id_2418924671827";15;1;1505;2;648,6;1
"id_2377923377778";22;1;2256;1;628,6;1
"id_2366923276610";18;1;1887;4;712;1
"id_2135921273590";22;1;2277;1;608,9;1
"id_2397923379726";22;1;2278;1;676,8;1
"id_2393923379315";11;1;1137;1;664,5;1
"id_2359923375968";12;1;1213;1;643,6;1
"id_2382923378270";18;1;1860;1;581,3;1
"id_4811948571189";18;1;1867;1;608,8;1
"id_2520925572097";11;1;1121;3;618,8;1
"id_2396923379679";13;1;1350;2;620,55;1
"id_2383923378396";22;1;2272;2;493,5;1
"id_2385923378509";11;1;1140;1;733,3;1
"id_2359923375950";22;1;2262;1;624,7;1
"id_2384923378411";22;1;2279;9;576,7;2
"id_2388923478802";11;1;1178;3;702,4;1
"id_2357923375737";22;1;2272;1;665,9;1
"id_4225942672595";14;1;1463;1;641,85;1
"id_2391923379155";12;1;1221;1;696,1;1
"id_2362923276242";15;1;1504;2;636,2;1
"id_4823948872377";22;1;2272;1;556;1
"id_2392923379212";22;1;2279;1;516,6;1
"id_2393923979397";22;1;2265;1;501,5;1
"id_2800928970062";15;1;1504;1;678,95;1
"id_2383923378368";22;1;2280;1;516,7;1
"id_2120921272067";11;1;1180;2;667,85;1
"id_2394923379478";24;1;2447;3;722,15;1
"id_2134921273437";11;1;1120;2;691;1
"id_2538925573877";22;1;2277;1;653,2;1
"id_2356923375670";22;1;2275;1;622,1;1
"id_2385923378531";15;1;1509;1;718,55;1
"id_2399923379929";22;1;2221;1;572,4;1
"id_2386923378665";22;1;2220;1;549,4;1
"id_2184921678478";13;1;1377;1;613,2;1
"id_2232922873211";16;1;1666;1;680,05;1
"id_2394923379480";22;1;2275;5;565,4;1
"id_2132921273273";22;1;2258;2;576,5;1
"id_4632946173298";22;1;2258;1;672,35;1
"id_2360923276026";22;1;2221;1;567,6;1
"id_2355923375569";18;1;1841;3;542,2;1
"id_2393923379379";11;1;1140;3;685,3;1
"id_2425924072576";19;1;1950;2;707,3;1
