"ID_aux";"CODIGO_UNIV";"VIA";"CODIGO";"PREFERENCIA";"PTJE_POND";"POND_ANYO_ACAD";"TIPO_MATRICULA"
"id_8634986173446";21;1;21075;4;518,9;1;1
"id_8664986476412";37;1;37001;1;480,95;1;1
"id_8620986072002";35;1;35018;1;587,7;2;1
"id_8694986679410";12;1;12096;1;586,3;1;1
"id_9983999578336";26;2;26084;3;578,8;1;4
"id_9539995473928";16;1;16056;1;705,4;1;1
"id_9571995277119";29;1;29057;1;677,2;1;1
"id_9512995371264";21;1;21002;2;540,6;1;1
"id_9787997878731";21;1;21012;5;481,65;2;1
"id_9453994075334";16;1;16079;1;580,05;2;1
"id_9271992977123";24;1;24067;1;584,7;1;1
"id_9228992172888";16;1;16052;1;692,2;2;1
"id_9233992173382";24;1;24089;1;493;1;1
"id_9018990971811";22;1;22021;1;580,5;1;1
"id_9052990775231";15;1;15445;1;458,4;1;1
"id_9642996874265";37;1;37020;1;692,3;1;1
"id_9645996774599";25;1;25061;3;572,5;1;1
"id_9671996377146";16;1;16087;1;602,7;1;1
"id_9649996074972";13;1;13032;2;603,7;1;1
"id_5887958978712";22;1;22090;1;569,4;1;1
"id_5894958479449";19;1;19043;1;660,9;1;1
"id_5871958477137";22;1;22005;1;641,8;1;1
"id_5506955570619";26;1;26034;1;621,9;1;1
"id_5590955779006";38;1;38164;1;589,2;1;1
"id_5786957078646";15;1;15533;1;691,3;1;1
"id_5170951777001";16;1;16038;1;655,5;1;1
"id_5120951172098";25;1;25070;1;630,4;1;1
"id_5163951176343";19;1;19030;1;651,35;1;1
"id_5194951279430";35;1;35054;1;569,7;2;1
"id_5104951370425";27;1;27040;1;556;1;1
"id_5410954371025";18;1;18061;1;588,3;1;1
"id_5219952971931";45;1;45029;1;528;1;1
"id_5285952378508";13;1;13006;1;559,8;1;1
"id_5373953477389";32;1;32037;1;573,1;1;1
"id_5016950571653";26;1;26034;1;609,8;1;1
"id_5005950370551";25;1;25042;2;574,8;1;1
"id_5036950673649";16;1;16087;1;572,6;1;1
"id_5663956976360";35;1;35018;1;578,9;1;1
"id_5620956272051";34;1;34051;1;640,75;1;1
"id_5698956079849";16;1;16070;1;759,5;1;1
"id_5637956673765";32;1;32037;1;512,8;1;1
"id_7817978471770";19;1;19011;1;709,9;1;1
"id_7865978476586";41;1;41008;2;504;1;1
"id_7882978678276";22;1;22094;2;492,1;1;1
"id_7957979975752";29;1;29086;1;702,9;1;1
"id_7918979771820";36;1;36001;3;614,2;2;1
"id_7936979473646";12;1;12096;1;566,9;1;1
"id_7934979073433";41;1;41021;4;531,3;1;1
"id_7911979671109";19;1;19069;1;684,3;1;1
"id_7904979670481";12;1;12024;1;644;1;1
"id_7571975977115";22;1;22031;1;645,6;1;1
"id_7535975973508";24;1;24055;1;533;1;1
"id_7559975575973";16;1;16085;1;661,05;1;1
"id_7591975779193";26;1;26060;1;646,8;1;1
"id_7519975171909";41;1;41004;1;459,5;1;1
"id_7580975278002";41;1;41004;11;472,25;1;2
"id_7548975274842";12;1;12024;1;630,75;1;1
"id_7558975375872";40;1;40051;3;515,4;1;1
"id_7549975374955";45;1;45028;1;632,4;1;1
"id_7538975373810";16;1;16068;3;586,5;1;1
"id_7563975376348";38;1;38167;1;551,7;1;1
"id_7765977576541";18;1;18086;4;500,9;1;1
"id_7782977178297";11;1;11055;1;706,45;1;1
"id_7771977277154";26;1;26099;1;481,8;1;1
"id_7718977271888";21;1;21002;1;518,4;1;1
"id_7797977379787";35;1;35054;11;654,7;1;2
"id_7146971974658";23;1;23070;4;573,1;1;2
"id_7162971776299";41;1;41097;1;620,7;1;1
"id_7130971273030";25;1;25070;1;778,7;2;1
"id_7102971370235";19;1;19031;1;600,4;1;1
"id_7149971074958";20;1;20050;1;562,25;1;1
"id_7407974870787";14;1;14032;3;596,15;1;1
"id_7482974978227";36;1;36061;2;542,8;1;1
"id_7483974578354";17;1;17000;3;555,1;2;1
"id_7492974179231";24;1;24040;2;579,9;1;1
"id_7448974174874";17;1;17824;1;536,1;1;1
"id_7466974476637";45;1;45038;3;567,5;2;1
"id_7404974270432";41;1;41021;1;676,8;1;1
"id_7484974678402";32;1;32037;1;710,5;1;1
"id_7248972574861";29;1;29045;1;545,9;2;1
"id_7287972778733";14;1;14083;1;669,1;1;1
"id_7214972771464";26;1;26054;1;544,3;1;1
"id_7227972772774";19;1;19078;1;601,6;1;1
"id_7203972370339";16;1;16053;1;691,7;2;1
"id_7275972077568";22;1;22061;1;670,55;2;1
"id_7247972074796";21;1;21031;1;511,55;1;1
"id_7241972074105";25;1;25065;1;617,5;2;1
"id_7203972670371";18;1;18073;5;611,3;1;2
"id_7373973577371";26;1;26029;1;537,6;1;1
"id_7304973470400";16;1;16087;5;536,9;1;1
"id_7333973073377";25;1;25012;3;573,3;1;1
"id_7306973070691";35;1;35040;1;558,25;2;1
"id_7318973671858";41;1;41056;1;764,1;1;1
"id_7364973676471";41;1;41111;2;657,2;1;1
"id_7085970578523";34;1;34027;2;604,8;1;1
"id_7041970774134";11;1;11055;1;704,55;1;1
"id_7023970172353";17;1;17084;1;590,6;2;1
"id_7089970478942";33;1;33060;1;564,3;1;1
"id_7028970472857";24;1;24047;1;739;1;1
"id_7085970278585";29;1;29051;1;562;1;1
"id_7013970271308";22;1;22005;1;517,85;2;1
"id_7048970274841";11;1;11523;1;654,65;1;1
"id_7036970273697";18;1;18061;1;612,5;1;1
"id_7088970378839";41;1;41043;11;551,2;1;2
"id_7052970075287";21;1;21080;1;684,65;1;1
"id_7041970674131";20;1;20050;3;567,95;1;1
"id_7648976874802";11;1;11011;1;690,7;1;1
"id_7685976578507";21;1;21075;2;542,05;1;1
"id_7677976477707";41;1;41108;1;625,7;1;1
"id_7634976473471";41;1;41111;3;614,5;1;1
"id_7663976476308";41;1;41097;1;598,8;1;1
"id_7690976379032";33;1;33025;1;571,6;1;1
"id_7627976372776";25;1;25053;1;617,9;1;1
"id_7608976070846";26;1;26060;6;520,7;1;1
"id_7616976671619";41;1;41088;1;596,3;1;1
"id_7644976674495";14;1;14005;1;658,4;1;1
"id_1896918879600";19;1;19068;1;674,2;1;1
"id_1855918875523";22;1;22020;1;539,1;1;1
"id_1830918573000";41;1;41118;1;635,5;1;1
"id_1889918778913";13;1;13024;1;662,8;1;1
"id_1871918177125";33;1;33160;1;523,9;1;1
"id_1899918279964";13;1;13057;1;656,35;1;1
"id_1803918270306";30;1;30039;1;573,8;1;1
"id_1815918371577";30;1;30095;1;664,45;1;1
"id_1802918670205";27;1;27001;1;596,4;1;1
"id_1971919877145";22;1;22021;1;662,1;1;1
"id_1949919874962";23;1;23018;11;587,4;2;2
"id_1974919977445";18;1;18060;1;607,3;1;1
"id_1975919577537";25;1;25025;1;538,6;1;1
"id_1978919777885";11;1;11520;1;647,5;1;1
"id_1946919174641";38;1;38327;1;598,1;1;1
"id_1934919173425";29;1;29004;1;603,4;2;1
"id_1948919474869";12;1;12034;2;622,05;2;1
"id_1940919374052";21;1;21075;1;544,2;2;1
"id_1980919078085";21;1;21043;4;626,45;1;1
"id_1990919079077";30;1;30070;2;612,1;1;1
"id_1964919076447";41;1;41056;1;762,65;1;1
"id_1544915974437";37;1;37040;2;537,15;1;1
"id_1543915974335";17;1;17824;1;509,65;1;1
"id_1578915577819";37;1;37011;2;714,9;1;1
"id_1535915173535";11;1;11027;1;685,6;1;1
"id_1783917878317";36;1;36065;1;545,9;1;1
"id_1707917870765";25;1;25070;1;596;1;1
"id_1719917471982";44;1;44012;11;645,6;1;2
"id_1724917472488";12;1;12018;1;657,25;1;1
"id_1149911174968";22;1;22028;1;529,4;1;1
"id_1119911471982";15;1;15443;1;568,8;1;1
"id_1135911273520";14;1;14031;2;578,85;1;1
"id_1482914878232";36;1;36021;2;663,3;1;1
"id_1444914874473";41;1;41118;1;571,2;2;1
"id_1429914572900";39;1;39125;1;623,75;1;1
"id_1433914573332";19;1;19021;1;660;1;1
"id_1435914173548";12;1;12054;2;656,95;1;1
"id_1467914176728";14;1;14062;1;599,8;1;1
"id_1459914475959";19;1;19041;1;706,95;1;1
"id_1466914476637";41;1;41032;1;658,5;1;1
"id_1407914070763";13;1;13089;1;561,5;1;1
"id_1411914671101";26;1;26042;1;639,6;1;1
"id_1214912771479";42;1;42002;1;707,8;1;1
"id_1266912776664";22;1;22071;1;704,65;1;1
"id_1284912178486";15;1;15271;2;658,7;1;1
"id_1214912171418";21;1;21043;4;600,65;1;1
"id_1210912171017";33;1;33060;2;569,9;1;1
"id_1239912173955";38;1;38003;2;617,6;1;1
"id_1239912173904";35;1;35004;2;588,85;1;1
"id_1205912170557";11;1;11042;3;711,6;1;1
"id_1283912478334";16;1;16038;1;615,8;2;1
"id_1298912479879";15;1;15360;3;729,3;1;1
"id_1295912479560";12;1;12051;1;837,4;1;1
"id_1252912475291";40;1;40001;1;572;1;1
"id_1244912474409";41;1;41042;1;483,7;1;1
"id_1220912472041";44;1;44004;1;558,5;1;1
"id_1226912472671";11;1;11045;1;734,2;1;1
"id_1203912470340";39;1;39118;4;752,5;1;1
"id_1284912278422";14;1;14005;1;666,5;1;1
"id_1298912279800";39;1;39133;2;559,6;1;1
"id_1294912279444";33;1;33084;1;595,6;1;1
"id_1259912275975";41;1;41078;3;686,4;1;1
"id_1259912275934";35;1;35006;2;690,8;1;1
"id_1277912277706";39;1;39122;1;663,9;1;1
"id_1270912277076";11;1;11040;2;675,9;1;1
"id_1210912271006";41;1;41061;4;504,4;1;1
"id_1241912274115";11;1;11022;1;661;1;1
"id_1224912272421";15;1;15170;1;738;1;1
"id_1236912273641";25;1;25061;1;625,6;1;1
"id_1269912276946";44;1;44008;2;612,3;1;1
"id_1287912378794";43;1;43007;3;618,6;1;1
"id_1281912378198";12;1;12037;1;733,9;1;1
"id_1280912378033";41;1;41060;1;584;1;1
"id_1294912379436";43;1;43001;6;696,6;1;1
"id_1258912375814";38;1;38163;1;636,6;1;1
"id_1216912371605";32;1;32001;2;485,85;1;1
"id_1285912078563";22;1;22029;1;579,3;1;1
"id_1278912077832";40;1;40073;3;606,6;1;1
"id_1213912071339";24;1;24073;1;626,45;1;1
"id_1243912074309";23;1;23029;1;553,7;1;1
"id_1226912072625";16;1;16005;1;659,8;1;1
"id_1205912070563";42;1;42001;3;678,7;1;1
"id_1202912070264";16;1;16011;3;647,8;1;1
"id_1281912678117";40;1;40001;2;603,4;1;1
"id_1257912675750";23;1;23077;1;591,9;1;1
"id_1278912677896";22;1;22095;1;595,9;1;1
"id_1271912677150";13;1;13049;1;672;1;1
"id_1219912671902";23;1;23074;1;650;2;1
"id_1224912672433";39;1;39119;2;586,9;1;1
"id_1200912670030";27;1;27080;1;629,8;1;1
"id_1206912670653";12;1;12046;1;690,05;1;1
"id_1206912670605";18;1;18060;1;592,2;1;1
"id_1269912676979";18;1;18070;1;528,3;1;1
"id_1269912676972";12;1;12039;1;830,05;1;1
"id_1261912676125";38;1;38170;7;731,4;1;1
"id_1383913878375";40;1;40080;1;620,8;1;1
"id_1391913879180";12;1;12009;1;743,1;1;1
"id_1392913879227";12;1;12028;3;662,05;1;1
"id_1355913875553";14;1;14064;1;620;1;1
"id_1354913875428";12;1;12058;1;809,2;1;1
"id_1350913875020";40;1;40030;1;587,5;1;3
"id_1374913877478";38;1;38083;4;655,8;1;1
"id_1374913877437";12;1;12010;1;725,3;1;1
"id_1316913871650";11;1;11095;1;710;1;1
"id_1304913870488";27;1;27009;1;555,7;1;1
"id_1306913870633";44;1;44021;2;660,6;2;1
"id_1306913870630";44;1;44021;1;642,5;1;1
"id_1360913876045";43;1;43001;2;729,25;1;1
"id_1385913978541";33;1;33053;1;716,55;1;1
"id_1383913978374";42;1;42025;2;586;1;1
"id_1395913979569";18;1;18068;1;711,7;1;1
"id_1397913979764";16;1;16066;2;661,3;1;1
"id_1397913979762";16;1;16054;1;696,7;2;1
"id_1392913979215";30;1;30039;1;651,65;2;1
"id_1354913975497";41;1;41048;3;612,7;1;1
"id_1371913977174";44;1;44016;4;629,3;1;1
"id_1376913977614";41;1;41015;2;600,9;2;1
"id_1316913971655";43;1;43014;2;777;1;1
"id_1344913974472";38;1;38166;1;587,7;1;1
"id_1340913974028";44;1;44021;1;600;1;1
"id_1321913972147";40;1;40080;1;621;1;1
"id_1323913972317";44;1;44009;3;581,7;1;1
"id_1332913973219";23;1;23061;1;508,5;1;1
"id_1309913970949";14;1;14040;1;700,2;1;1
"id_1306913970627";12;1;12014;1;740,3;1;1
"id_1363913976394";44;1;44039;2;611,6;1;1
"id_1391913579131";39;1;39122;4;648,45;1;1
"id_1355913575576";16;1;16093;2;710,2;1;1
"id_1343913574383";16;1;16060;2;714;1;1
"id_1327913572794";11;1;11045;1;737,55;1;1
"id_1338913573865";40;1;40070;2;709,85;1;1
"id_1333913573350";44;1;44005;1;724,5;1;1
"id_1333913573310";39;1;39114;1;581,9;1;1
"id_1308913570869";43;1;43005;1;608,95;1;1
"id_1301913570104";44;1;44021;3;670,9;2;1
"id_1368913576898";30;1;30092;1;540,5;2;1
"id_1367913576783";13;1;13024;1;647,45;1;1
"id_1388913778890";19;1;19041;2;725,85;2;1
"id_1388913778869";41;1;41131;4;479,3;1;1
"id_1387913778742";16;1;16017;3;658,1;1;1
"id_1383913778344";42;1;42003;2;623,7;1;1
"id_1395913779512";23;1;23077;1;723,8;1;1
"id_1395913779532";41;1;41051;1;508,6;1;1
"id_1355913775546";43;1;43018;4;681,1;1;1
"id_1353913775369";21;1;21076;1;573,35;1;1
"id_1371913777162";23;1;23077;1;680,9;2;1
"id_1348913774819";13;1;13083;1;654,45;1;1
"id_1343913774348";40;1;40080;1;667,05;1;1
"id_1343913774341";13;1;13078;5;555,55;1;1
"id_1328913772887";41;1;41072;1;518,1;1;1
"id_1324913772497";11;1;11022;1;693,7;1;1
"id_1322913772202";16;1;16039;4;664,9;1;1
"id_1335913773537";38;1;38327;2;617,4;1;1
"id_1337913773785";16;1;16008;1;681,7;1;1
"id_1304913770467";37;1;37069;1;654,8;1;1
"id_1300913770064";44;1;44020;1;586,9;1;1
"id_1367913776780";44;1;44008;3;613,9;1;1
"id_1364913776486";41;1;41046;1;528,5;1;1
"id_1364913776400";23;1;23012;1;642,8;1;1
"id_1389913178969";14;1;14061;1;655,5;1;1
"id_1385913178574";41;1;41136;1;611,3;1;1
"id_1385913178540";39;1;39103;1;535,9;1;1
"id_1399913179926";41;1;41015;1;641,3;1;1
"id_1395913179560";11;1;11083;1;814,5;1;1
"id_1394913179460";30;1;30074;1;613,45;1;1
"id_1357913175710";16;1;16001;3;679,7;1;1
"id_1352913175217";45;1;45005;1;633,3;1;1
"id_1376913177647";13;1;13055;1;724,4;2;1
"id_1316913171664";41;1;41060;1;643,8;1;1
"id_1349913174931";38;1;38174;4;652,7;1;1
"id_1325913172525";16;1;16084;2;567,95;1;1
"id_1320913172084";41;1;41004;1;460,8;2;1
"id_1338913173855";13;1;13031;1;588,3;1;1
"id_1337913173705";39;1;39114;3;606,2;1;1
"id_1308913170872";44;1;44001;2;532,2;2;1
"id_1309913170919";21;1;21087;3;495,5;2;1
"id_1301913170116";12;1;12006;1;671,2;1;1
"id_1304913170450";41;1;41027;1;510,5;1;1
"id_1368913176811";23;1;23074;1;551,9;1;1
"id_1397913479752";11;1;11005;1;669,95;2;1
"id_1394913479442";41;1;41054;3;500,2;1;1
"id_1390913479081";11;1;11055;1;704,6;1;1
"id_1358913475860";12;1;12037;1;677,8;1;1
"id_1357913475720";34;1;34060;1;597,95;1;1
"id_1371913477120";16;1;16030;1;665;1;1
"id_1374913477478";41;1;41043;1;590,8;1;1
"id_1374913477443";41;1;41089;1;592,3;1;1
"id_1372913477234";34;1;34058;1;639,2;2;1
"id_1319913471958";42;1;42001;5;666,6;1;1
"id_1325913472566";40;1;40070;1;710,85;1;1
"id_1321913472170";17;1;17008;1;632,6;1;1
"id_1322913472270";22;1;22104;3;550,5;1;1
"id_1320913472098";39;1;39122;4;644,7;1;1
"id_1320913472053";41;1;41059;1;571,4;1;1
"id_1320913472002";35;1;35019;1;706,25;1;1
"id_1339913473922";39;1;39103;1;513,2;1;1
"id_1333913473309";38;1;38164;2;593,65;2;1
"id_1300913470043";45;1;45009;2;594,75;1;1
"id_1368913476876";44;1;44015;2;629,6;1;1
"id_1368913476848";22;1;22072;1;629,6;1;1
"id_1361913476135";11;1;11037;2;659,3;1;1
"id_1360913476011";41;1;41000;5;466,1;2;1
"id_1366913476621";44;1;44018;2;551,6;1;1
"id_1366913476624";44;1;44001;4;552,7;1;1
"id_1388913278864";42;1;42002;3;737,5;1;1
"id_1385913278593";19;1;19060;2;612,6;1;1
"id_1384913278483";43;1;43024;2;672,8;1;1
"id_1398913279894";19;1;19026;3;556,3;1;1
"id_1397913279785";41;1;41028;1;599;1;1
"id_1362913376296";11;1;11022;2;652,1;1;1
"id_1356913075633";16;1;16003;2;715,3;1;1
"id_1316913071661";39;1;39112;1;624,6;1;1
"id_1663916876350";26;1;26062;7;518,6;1;1
"id_1622916972218";21;1;21031;1;564,7;2;1
"id_1615916171597";23;1;23024;1;505;1;1
"id_1623916172346";22;1;22095;1;565;2;1
"id_4889948878977";22;1;22023;1;622,5;2;1
"id_4884948878447";22;1;22004;1;612,55;1;1
"id_4892948879227";22;1;22020;1;528,6;1;1
"id_4828948872810";22;1;22071;1;550,3;1;1
"id_4827948872779";22;1;22055;1;611,3;1;1
"id_4830948873005";22;1;22037;1;525,8;2;1
"id_4833948973362";15;1;15220;1;626,4;1;1
"id_4806948970659";24;1;24092;1;579,8;1;1
"id_4863948976391";14;1;14005;1;651,35;1;1
"id_4878948577844";24;1;24069;1;523,85;1;1
"id_4848948574852";42;1;42022;1;715;1;1
"id_4800948570080";15;1;15445;2;453;1;1
"id_4868948576812";11;1;11037;1;663,1;1;1
"id_4852948775200";27;1;27009;1;601,7;1;1
"id_4850948775089";24;1;24069;1;547,7;1;1
"id_4847948774743";43;1;43010;1;695,2;1;1
"id_4803948770356";25;1;25041;1;573,7;1;1
"id_4800948770012";27;1;27001;1;574,5;1;1
"id_4899948179963";11;1;11033;1;692,1;1;1
"id_4896948179681";42;1;42001;1;712,5;1;1
"id_4872948177295";25;1;25069;3;572,1;1;1
"id_4866948176630";25;1;25046;1;562,75;2;1
"id_4866948176667";27;1;27001;1;533,2;1;1
"id_4828948472803";25;1;25014;7;548,65;1;1
"id_4809948470911";41;1;41082;1;489,2;1;1
"id_4887948278767";26;1;26008;1;519,8;1;1
"id_4844948274468";41;1;41068;1;534,5;1;1
"id_4844948274469";14;1;14005;1;743,7;1;1
"id_4838948273869";12;1;12021;1;754,4;1;1
"id_4850948375013";26;1;26053;1;503,4;1;1
"id_4829948372951";14;1;14061;1;652,3;1;1
"id_4825948372506";15;1;15435;2;567,8;1;1
"id_4808948370821";26;1;26042;1;641,05;1;1
"id_4812948071221";15;1;15443;1;563,1;1;1
"id_4851948675124";26;1;26072;2;519,3;1;1
"id_4801948670105";19;1;19013;1;584,9;2;1
"id_4980949878034";19;1;19075;1;691,6;1;1
"id_4999949879916";15;1;15474;1;669,4;2;1
"id_4925949872512";12;1;12008;1;670,8;1;1
"id_4927949972769";21;1;21012;2;502,7;1;1
"id_4997949579703";11;1;11024;1;724,6;2;1
"id_4996949579694";34;1;34055;1;616,8;1;1
"id_4954949775488";35;1;35018;1;633,6;1;1
"id_4971949777187";39;1;39124;1;524,4;1;1
"id_4990949179060";34;1;34019;2;542;1;1
"id_4920949472075";34;2;34026;1;647,05;1;4
"id_4906949470627";16;1;16079;1;524,25;1;1
"id_4965949476584";29;1;29076;1;554,2;1;1
"id_4913949271352";13;1;13044;1;596,55;1;1
"id_4984949378483";15;1;15552;1;477;2;1
"id_4994949379423";13;1;13069;1;726,8;1;1
"id_4949949374976";36;1;36061;7;488,1;1;1
"id_4937949373762";15;1;15574;2;486,3;2;1
"id_4908949370870";36;1;36053;1;514,9;1;1
"id_4997949079779";15;1;15512;1;484,6;1;1
"id_4941949074195";13;1;13088;1;640,05;1;1
"id_4941949074190";29;1;29004;3;572,3;1;1
"id_4927949072746";13;1;13086;1;782,75;2;1
"id_4926949072652";36;1;36064;3;641,25;1;1
"id_4933949073357";29;1;29045;1;574,9;1;1
"id_4962949076220";36;1;36029;3;607,8;1;1
"id_4960949076016";36;1;36065;1;565,4;1;1
"id_4903949670321";44;1;44026;1;548,9;1;1
"id_4557945875720";13;1;13019;1;660,2;2;1
"id_4534945873476";41;1;41153;2;569,7;1;1
"id_4507945870756";20;1;20061;1;709,6;1;1
"id_4571945977120";13;1;13089;2;530,95;1;1
"id_4548945974815";17;1;17028;1;634,4;1;1
"id_4580945778013";17;1;17034;3;614,6;1;1
"id_4545945774543";13;1;13093;3;513,55;2;1
"id_4503945170311";30;1;30023;3;623,6;1;1
"id_4506945170698";30;1;30064;1;685,8;1;1
"id_4558945475842";37;1;37056;1;636,9;1;1
"id_4505945470571";39;1;39408;1;506;1;1
"id_4505945470540";37;1;37026;1;604,9;1;1
"id_4583945278302";30;1;30020;1;658,2;1;1
"id_4572945277233";17;1;17028;2;696,95;1;1
"id_4585945378505";32;1;32034;1;694,4;1;1
"id_4567945076755";15;1;15412;3;619,2;1;1
"id_4559945675931";17;1;17812;1;562,5;1;1
"id_4789947878911";17;1;17088;1;613,7;1;1
"id_4737947873716";33;1;33078;1;577,25;1;1
"id_4788947978855";12;1;12031;2;697,7;1;1
"id_4793947979346";41;1;41060;1;641,2;1;1
"id_4711947971186";13;1;13006;1;623,45;1;1
"id_4741947974159";19;1;19050;2;730;1;1
"id_4736947973660";30;1;30033;1;689,05;1;1
"id_4722947572254";21;1;21076;1;606,5;1;1
"id_4750947775051";11;1;11036;1;627,3;1;1
"id_4705947770514";38;1;38173;5;663,85;1;1
"id_4777947177770";11;1;11011;1;748,95;1;1
"id_4744947174411";16;1;16052;1;696;1;1
"id_4703947170358";16;1;16034;2;634,7;1;1
"id_4726947272616";41;1;41059;1;598,6;1;1
"id_4746947374672";19;1;19012;3;654,35;2;1
"id_4732947373225";41;1;41063;3;708,85;1;1
"id_4759947075995";41;1;41060;1;635,4;1;1
"id_4720947072010";15;1;15171;1;686;1;1
"id_4738947073882";40;1;40040;3;519,9;1;1
"id_4738947073854";29;1;29064;1;568,5;2;1
"id_4794947679401";35;1;35020;1;610;1;1
"id_4150941875008";20;1;20098;5;654,8;1;1
"id_4156941875699";33;1;33082;1;571,45;1;1
"id_4107941870708";16;1;16056;1;656,1;1;1
"id_4137941973784";45;1;45031;1;616,55;1;1
"id_4140941174055";12;1;12008;1;672,5;1;1
"id_4134941173400";21;1;21080;1;578,4;1;1
"id_4167941176737";12;1;12021;1;751,3;1;1
"id_4191941479188";34;1;34052;2;686,7;1;1
"id_4109941470928";30;1;30060;1;639,2;1;1
"id_4188941278858";26;1;26006;1;526,15;1;1
"id_4103941370306";11;1;11523;1;625,6;2;1
"id_4153941675333";15;1;15433;1;658;1;1
"id_4466944976652";41;1;41111;3;660,6;1;1
"id_4412944571278";26;1;26038;3;458,85;1;1
"id_4406944570650";13;1;13022;1;543,25;1;1
"id_4454944775494";34;1;34006;1;760,85;1;1
"id_4422944772204";21;1;21083;4;508,1;1;1
"id_4444944174405";16;1;16055;2;635,8;1;1
"id_4438944173876";34;1;34068;1;674,8;1;1
"id_4482944478236";14;1;14038;1;607,1;1;1
"id_4425944472586";19;1;19031;1;548,2;2;1
"id_4427944472779";26;1;26005;2;581,65;1;1
"id_4427944472711";26;1;26066;1;557,6;1;1
"id_4497944279706";26;1;26007;1;576,4;2;1
"id_4451944275114";30;1;30032;2;642,25;1;1
"id_4472944277220";41;1;41130;1;542;1;1
"id_4449944274931";11;1;11078;3;715,45;1;1
"id_4408944270852";41;1;41071;1;582,8;2;1
"id_4412944371256";45;1;45001;11;666,25;1;2
"id_4412944371217";14;1;14075;1;630,2;1;1
"id_4413944371359";37;1;37058;1;526,4;1;1
"id_4447944374786";11;1;11055;1;725,75;1;1
"id_4447944374762";18;1;18058;2;528,2;1;1
"id_4441944374194";38;1;38174;1;683,8;1;1
"id_4422944372225";14;1;14075;1;656,95;1;1
"id_4488944078858";33;1;33023;1;504,8;1;1
"id_4492944079226";33;1;33070;1;586,2;1;1
"id_4490944079099";33;1;33061;1;484,6;1;1
"id_4296942979646";39;1;39127;5;651,7;1;2
"id_4200942970050";16;1;16016;1;650,6;1;1
"id_4210942571059";35;1;35018;1;595,9;2;1
"id_4249942574984";21;1;21031;3;527,35;1;1
"id_4211942771179";41;1;41055;1;545,4;1;1
"id_4230942773040";15;1;15538;1;582,6;1;1
"id_4201942770130";41;1;41041;1;565,55;1;1
"id_4276942177675";30;1;30012;1;552,85;2;1
"id_4225942172564";16;1;16013;1;697,9;1;1
"id_4231942173153";36;1;36053;4;457,8;1;1
"id_4263942176306";16;1;16050;1;671,7;1;1
"id_4286942478643";17;1;17811;1;689,2;1;1
"id_4245942474549";37;1;37035;1;659,6;1;1
"id_4230942473095";30;1;30007;1;632,55;1;1
"id_4265942476520";13;1;13068;2;627,1;1;1
"id_4270942277056";16;1;16034;4;683,6;1;1
"id_4221942272194";20;1;20024;1;664,7;2;1
"id_4260942276070";11;1;11022;1;650,65;1;1
"id_4223942372338";30;1;30066;1;560,7;1;5
"id_4207942370704";37;1;37001;2;525,5;1;1
