"ID_aux";"CODIGO_UNIV";"CODIGO";"VIA";"PREFERENCIA";"PTJE_POND";"POND_ANYO_ACAD";"TIPO_MATRICULA"
"id_896138975615";"11";11021;1;2;608,8;1;1
"id_996709977679";"20";20098;1;10;588,25;1;2
"id_996609977662";"11";11087;1;2;639,4;1;1
"id_719207177929";"52";52497;1;1;575;1;1
"id_250302574037";"53";53309;1;5;579,45;1;1
"id_218602178866";"29";29028;1;1;747,4;1;1
"id_225802272588";"11";11520;2;1;603,2;1;4
"id_681806874189";"33";33025;1;1;554,15;1;1
"id_901369073131";"40";40021;1;1;512,3;1;1
"id_737867374786";"44";44006;1;1;696,3;1;1
"id_463364679330";"34";34052;1;1;672,65;1;1
"id_380063874000";"25";25067;1;1;559,8;1;1
"id_322263270227";"12";12018;1;4;634,3;1;1
"id_666866675688";"45";45009;1;1;600,9;1;1
"id_8902989470256";"11";11095;1;1;717,75;1;1
"id_8988989278818";"11";11033;1;1;690;1;1
"id_8542985874293";"16";16080;1;1;547,2;1;1
"id_8733987273324";"20";20081;1;1;549,8;1;1
"id_8754987675450";"36";36050;1;3;604,55;1;1
"id_8123981172355";"53";53307;1;1;517,9;1;1
"id_8170981477033";"50";50929;1;3;491,6;1;1
"id_8459984975985";"25";25015;1;1;608,8;1;1
"id_8400984470011";"27";27021;1;1;502,6;1;1
"id_8240982774023";"32";32059;1;1;554,65;1;1
"id_8231982773157";"14";14074;1;1;513,1;1;1
"id_8246982474623";"19";19050;1;1;711;1;1
"id_8260982276026";"55";55073;1;1;474,2;1;1
"id_8266982076606";"55";55022;1;1;444,5;1;1
"id_8383983178369";"34";34052;1;1;629,05;1;1
"id_8054980275424";"49";49108;1;1;593,4;1;1
"id_8073980377381";"34";34052;1;1;674,35;1;3
"id_8635986373574";"33";33035;1;1;505,7;1;1
"id_8666986076649";"26";26303;1;3;702,8;1;1
"id_9535995573580";"11";11055;1;1;709,65;1;1
"id_9535995573525";"17";17816;1;1;525,8;1;1
"id_9444994274477";"24";24017;1;6;542,55;1;1
"id_9207992270763";"16";16036;1;2;660,6;1;1
"id_9387993478782";"26";26038;1;1;494,6;1;1
"id_9085990978565";"40";40074;1;2;585;1;1
"id_9045990574576";"26";26032;1;1;476,9;1;1
"id_9089990778900";"19";19090;1;1;746,7;1;1
"id_9097990279704";"51";51130;1;1;481,7;1;1
"id_9691996979195";"21";21043;1;1;619,2;1;1
"id_9688996378879";"33";33025;1;3;626,35;1;1
"id_5818958971826";"29";29001;1;1;660,9;1;1
"id_5868958976848";"52";52100;1;1;576;1;1
"id_5926959872696";"12";12070;1;1;685,6;1;1
"id_5936959873664";"33";33053;1;6;723,8;1;1
"id_5975959577520";"33";33078;1;1;555,1;1;1
"id_5913959571305";"20";20086;1;1;579,9;1;1
"id_5949959374905";"55";55006;1;1;480,1;1;1
"id_5715957871541";"40";40050;1;1;500,6;1;1
"id_5771957077105";"36";36065;1;1;602,3;1;1
"id_5744957074453";"16";16034;1;1;604,75;1;1
"id_5114951171411";"27";27040;1;1;525,6;1;1
"id_5171951477104";"26";26007;1;1;548,9;1;1
"id_5437954573791";"50";50102;1;2;541,7;1;1
"id_5420954772069";"49";49314;1;1;620,6;1;1
"id_5468954076854";"52";52100;1;1;543,3;1;1
"id_5200952470058";"52";52258;1;1;584,45;1;1
"id_5298952079868";"53";53403;1;3;655,8;1;1
"id_5299952079962";"39";39130;1;1;450,2;1;1
"id_5396953979685";"37";37014;1;1;544,8;1;1
"id_5318953371860";"21";21047;1;1;536,65;1;1
"id_5045950774558";"14";14092;1;2;590,3;1;1
"id_5605956870571";"45";45021;1;1;515,15;1;1
"id_5672956577286";"55";55043;1;2;512;1;1
"id_5606956570638";"30";30076;1;1;651,65;1;1
"id_5664956776411";"23";23018;1;1;606,2;1;1
"id_7841978874100";"23";23062;1;1;636,35;1;1
"id_7855978775592";"45";45021;1;1;594,35;1;1
"id_7834978173448";"20";20023;1;1;567,2;1;1
"id_7978979877817";"37";37040;1;1;602,8;1;1
"id_7941979574115";"33";33025;1;1;595,6;1;1
"id_7925979772532";"20";20076;2;1;557,2;1;4
"id_7912979071291";"44";44041;1;1;700,2;1;1
"id_7599975879980";"47";47201;1;1;557,6;1;1
"id_7582975578245";"24";24040;1;1;594,4;1;1
"id_7566975576654";"14";14018;1;1;526,7;1;1
"id_7555975375529";"44";44015;1;1;702;1;1
"id_7738977873830";"16";16006;1;1;663,75;1;1
"id_7768977176870";"47";47431;1;1;678,75;1;1
"id_7754977475490";"49";49211;1;1;553,55;1;1
"id_7733977473376";"52";52100;1;1;552,05;1;1
"id_7774977277429";"21";21048;1;1;507,7;1;1
"id_7795977379502";"36";36065;1;1;591,8;1;1
"id_7790977379029";"47";47431;1;1;619,25;1;1
"id_7760977076091";"41";41102;1;1;501,3;1;1
"id_7115971971510";"45";45035;1;1;580,8;1;1
"id_7111971971173";"22";22008;1;1;588,15;1;1
"id_7163971976341";"18";18063;1;7;529,3;1;1
"id_7140971574054";"29";29035;1;1;622,5;1;1
"id_7149971174928";"39";39117;1;1;546,8;1;1
"id_7116971471697";"41";41164;1;2;736,5;2;1
"id_7145971274565";"20";20081;1;1;599,2;1;1
"id_7198971379819";"41";41004;1;1;506,95;1;1
"id_7168971676820";"15";15101;1;1;602,1;1;1
"id_7482974978266";"13";13022;1;5;551,8;1;1
"id_7477974777721";"25";25051;1;1;610,2;1;1
"id_7424974372450";"41";41032;1;1;631,4;1;1
"id_7456974675667";"41";41005;1;1;602,4;1;1
"id_7282972878224";"49";49201;1;2;570,95;1;1
"id_7271972577179";"16";16019;1;1;550,6;1;1
"id_7293972179328";"49";49316;1;3;516,8;1;1
"id_7244972174454";"39";39132;1;6;614,3;1;1
"id_7287972478763";"51";51230;1;1;577,4;1;1
"id_7246972474633";"46";46104;1;1;612,55;1;8
"id_7217972271716";"40";40041;1;1;683,3;1;1
"id_7222972072200";"40";40030;1;3;553,45;1;1
"id_7246972674612";"53";53301;1;3;598,25;1;1
"id_7261972676125";"52";52090;1;1;548;1;1
"id_7382973878245";"16";16079;1;2;605,8;1;1
"id_7309973970912";"47";47004;1;1;617;1;1
"id_7389973578957";"35";35018;1;1;657;1;1
"id_7392973179292";"33";33078;1;1;716,25;1;1
"id_7306973070691";"54";54304;1;3;573,1;1;1
"id_7092970779297";"33";33078;1;1;727,2;1;1
"id_7085970178560";"21";21039;1;1;553,2;1;1
"id_7069970476918";"29";29086;1;3;506,2;1;1
"id_7063970476304";"20";20071;1;1;605,3;1;1
"id_7089970278916";"37";37092;1;4;522,4;1;1
"id_7026970272622";"23";23059;1;1;557,05;1;1
"id_7082970378226";"26";26303;1;1;713,7;1;1
"id_7072970077278";"45";45001;1;2;512,35;1;1
"id_7046970674626";"12";12022;1;1;734,95;2;1
"id_7687976578798";"50";50230;1;1;669,4;1;1
"id_7661976176152";"36";36057;1;3;489,9;1;1
"id_7683976478363";"46";46305;1;1;566,15;1;1
"id_7645976274512";"55";55108;1;1;578,7;1;1
"id_7688976078842";"41";41066;1;1;593,9;1;1
"id_7625976072598";"14";14004;1;1;586,5;1;1
"id_7683976678330";"24";24047;1;1;750,6;1;3
"id_1831918873175";"54";54305;1;1;627,9;1;1
"id_1801918870108";"45";45005;1;2;613;1;1
"id_1811918171151";"20";20086;1;1;640,4;1;1
"id_1823918472345";"13";13068;1;1;653,75;1;1
"id_1856918275686";"33";33070;1;1;532,2;1;1
"id_1877918677778";"52";52070;1;2;599,4;1;1
"id_1944919874481";"22";22077;1;1;490,65;1;1
"id_1902919870264";"55";55030;1;1;586,9;1;1
"id_1964919876489";"55";55025;1;1;473,7;1;1
"id_1993919579301";"39";39103;1;3;544,7;1;1
"id_1977919177715";"20";20007;1;1;583,2;1;1
"id_1944919174403";"15";15330;1;1;654,9;1;1
"id_1986919478606";"37";37011;1;3;586,35;1;1
"id_1995919479505";"11";11065;1;1;624,45;1;1
"id_1908919470833";"47";47431;1;1;635,65;1;1
"id_1997919279779";"45";45001;1;1;634,45;1;1
"id_1926919272608";"38";38170;1;1;739,8;1;1
"id_1940919374052";"41";41011;1;1;602,5;2;1
"id_1970919077099";"20";20050;1;1;587,45;1;1
"id_1536915773624";"26";26005;1;1;587,1;1;1
"id_1576915177601";"19";19079;1;1;692,8;1;1
"id_1530915473026";"49";49012;1;2;515,25;1;1
"id_1588915278822";"52";52010;1;1;568;1;1
"id_1591915079184";"17";17077;1;1;792,85;1;1
"id_1526915672663";"52";52070;1;2;604,25;1;1
"id_1714917571426";"16";16052;1;1;709;1;1
"id_1731917573174";"47";47431;1;1;574,65;1;1
"id_1717917471773";"50";50121;1;2;656,85;1;1
"id_1123911872357";"22";22070;1;1;455,2;1;1
"id_1159911975911";"51";51150;1;1;555,85;1;1
"id_1414914671480";"14";14033;1;1;600,75;1;1
"id_1238912873843";"36";36050;1;1;568,55;1;1
"id_1209912870996";"15";15574;1;1;644,5;1;1
"id_1247912974723";"29";29073;1;1;664,95;1;1
"id_1234912373440";"44";44008;1;1;755,6;2;1
"id_1309913870901";"22";22023;1;1;591,9;1;1
"id_1369913576933";"38";38173;1;2;674,15;2;1
"id_1356913175602";"17";17807;1;2;495,3;1;1
"id_1342913174283";"44";44008;1;2;626,5;1;1
"id_1333913173323";"38";38173;1;2;654,65;1;1
"id_1385913478583";"54";54202;1;1;559,2;2;1
"id_1341913474143";"12";12014;1;1;794,5;1;1
"id_1339913373924";"15";15110;1;1;654,5;1;1
"id_1335913373552";"21";21073;1;2;574,2;1;1
"id_1335913373556";"19";19091;1;1;720,2;1;3
"id_1358913075849";"11";11069;1;2;723,9;2;1
"id_1316913071669";"22";22056;1;1;650,7;2;1
"id_1622916872278";"15";15312;1;1;613,5;1;1
"id_4871948877190";"11";11021;1;1;653,35;1;1
"id_4800948870000";"55";55031;1;1;609,75;1;1
"id_4850948575063";"24";24040;1;2;488,15;1;1
"id_4802948570278";"25";25052;1;1;602,2;1;1
"id_4863948576361";"27";27023;1;1;527,2;1;1
"id_4858948175871";"25";25053;1;2;512,65;1;1
"id_4858948175826";"25";25044;1;1;519,2;1;1
"id_4888948478881";"19";19088;1;1;730,4;1;1
"id_4843948474318";"24";24070;1;1;496,5;1;1
"id_4837948273757";"44";44001;1;1;560,9;1;1
"id_4832948273214";"14";14060;1;2;553,6;1;1
"id_4827948372785";"19";19003;1;9;515;1;8
"id_4827948372796";"19";19080;1;1;593,25;1;1
"id_4821948372105";"41";41091;1;1;532,9;1;1
"id_4822948372210";"26";26080;1;1;505,9;1;1
"id_4822948372244";"26";26084;1;2;604,7;2;1
"id_4860948076080";"19";19012;1;3;571,8;1;1
"id_4839948673957";"11";11005;1;2;609,15;1;1
"id_4929949972999";"18";18094;1;1;566,6;1;1
"id_4929949972975";"51";51154;1;2;454,55;2;1
"id_4925949972589";"51";51142;1;1;461,7;1;1
"id_4927949972783";"41";41165;1;1;453,4;2;1
"id_4921949972195";"39";39125;1;1;516,8;1;1
"id_4921949972190";"53";53403;1;1;576,35;1;1
"id_4921949972118";"54";54301;1;3;493,5;1;1
"id_4924949972444";"49";49313;1;2;485,55;1;1
"id_4922949972226";"16";16041;1;2;708,05;2;1
"id_4909949970923";"34";34028;1;1;612;1;1
"id_4971949777151";"39";39401;1;1;514,35;1;1
"id_4993949179361";"55";55021;1;2;517,3;1;1
"id_4996949179696";"35";35066;1;1;615,1;1;1
"id_4964949176419";"35";35041;1;1;660,7;1;1
"id_4974949277454";"45";45016;1;1;664,6;1;1
"id_4974949277447";"39";39130;1;1;469,8;1;1
"id_4974949277440";"42";42003;1;1;637,3;1;1
"id_4974949277420";"16";16092;1;2;703,95;1;1
"id_4974949277432";"40";40023;1;3;484,5;1;1
"id_4974949277430";"44";44042;1;2;539,2;1;1
"id_4972949277296";"50";50815;1;1;512,9;1;1
"id_4972949277255";"39";39125;1;1;536,05;1;1
"id_4972949277217";"38";38003;1;1;571,5;1;1
"id_4972949277261";"12";12062;1;1;637,35;1;1
"id_4973949277386";"41";41015;1;2;511,5;1;1
"id_4973949277374";"12";12028;1;2;653,95;2;1
"id_4973949277310";"41";41028;1;1;583,4;1;1
"id_4970949277054";"12";12017;1;2;735,15;2;1
"id_4970949277014";"41";41007;1;1;739,7;1;1
"id_4970949277010";"52";52443;1;11;527,05;1;2
"id_4970949277035";"11";11005;1;2;651,75;1;1
"id_4976949277681";"12";12005;1;1;713,6;1;1
"id_4976949277654";"50";50528;1;2;545,7;2;1
"id_4976949277649";"13";13086;1;4;773,2;1;1
"id_4976949277626";"17";17054;1;1;561,2;2;1
"id_4976949277637";"38";38325;1;1;617,45;2;1
"id_4976949277608";"12";12019;1;1;665,85;1;1
"id_4976949277665";"41";41098;1;1;522,9;1;1
"id_4976949277663";"49";49004;1;2;727,05;1;1
"id_4918949271886";"44";44008;1;2;632,5;1;1
"id_4918949271817";"44";44042;1;11;515,2;1;2
"id_4921949272102";"53";53403;1;1;608,85;1;1
"id_4921949272165";"55";55058;1;1;474,2;1;1
"id_4924949272482";"25";25033;1;2;577,2;1;1
"id_4924949272496";"55";55058;1;1;592,8;1;1
"id_4924949272455";"55";55058;1;1;556,7;1;1
"id_4924949272421";"25";25050;1;1;531,35;1;1
"id_4924949272402";"41";41099;1;5;597;1;1
"id_4924949272468";"49";49210;1;1;567,4;2;1
"id_4922949272293";"25";25052;1;4;545,4;1;2
"id_4922949272278";"16";16052;1;2;647,6;1;1
"id_4922949272249";"25";25001;1;1;633,55;1;1
"id_4922949272244";"51";51255;1;1;628,9;1;1
"id_4922949272229";"42";42002;1;1;737,6;2;1
"id_4922949272209";"18";18084;1;1;531,2;1;1
"id_4922949272261";"25";25004;1;1;542,4;1;1
"id_4923949272385";"40";40070;1;2;759,25;1;1
"id_4923949272378";"51";51254;1;1;507,4;1;1
"id_4923949272315";"25";25065;1;2;499;1;1
"id_4923949272317";"43";43017;1;1;593,65;2;1
"id_4923949272316";"38";38162;1;1;533,3;1;1
"id_4920949272090";"51";51230;1;11;534,1;2;2
"id_4977949377774";"41";41116;1;2;536;1;1
"id_4942949374211";"36";36050;1;1;617,15;1;1
"id_4941949074147";"13";13001;1;1;554,3;1;1
"id_4944949074483";"50";50122;1;8;451,9;1;1
"id_4944949074491";"55";55046;1;1;524,1;1;1
"id_4944949074422";"49";49209;1;1;499,9;2;1
"id_4944949074406";"35";35006;1;3;613,15;1;1
"id_4944949074462";"35";35001;2;2;566,45;1;4
"id_4942949074253";"35";35075;1;1;613,6;1;1
"id_4942949074218";"35";35072;1;1;570;1;1
"id_4942949074245";"41";41026;1;1;559,1;1;1
"id_4580945878085";"14";14066;1;1;518,1;1;1
"id_4580945878091";"19";19042;1;5;621,7;1;1
"id_4580945878042";"19";19086;1;1;555,7;1;1
"id_4580945878025";"12";12025;1;1;624,2;1;1
"id_4586945878659";"19";19085;1;1;584,3;1;1
"id_4586945878656";"19";19027;1;1;639,5;2;1
"id_4586945878679";"14";14037;1;2;580,6;1;1
"id_4586945878615";"26";26047;1;1;582,7;2;1
"id_4586945878647";"14";14095;1;1;613,4;1;1
"id_4586945878605";"26";26040;1;4;536,9;1;1
"id_4586945878667";"14";14034;1;1;541,1;1;1
"id_4598945879898";"26";26301;1;1;506,4;1;1
"id_4598945879854";"26";26093;1;1;556,6;1;1
"id_4598945879841";"26";26301;1;2;572,2;1;1
"id_4598945879843";"19";19046;1;1;594,25;2;1
"id_4599945879955";"41";41097;1;1;480,4;1;1
"id_4580945978052";"46";46402;1;11;517,7;1;2
"id_4506945970640";"49";49108;1;5;499,95;1;1
"id_4556945575635";"29";29015;1;11;473,7;1;2
"id_4596945179613";"30";30039;1;1;509,85;1;1
"id_4555945175580";"39";39419;1;6;572,3;1;1
"id_4530945273061";"52";52100;1;1;570,1;1;3
"id_4537945073794";"50";50224;1;1;629,55;1;1
"id_4561945076157";"39";39129;1;3;587,5;2;1
"id_4561945076170";"55";55004;1;1;545,6;1;1
"id_4561945076113";"13";13013;1;2;617,6;1;1
"id_4563945076313";"11";11062;1;1;608;1;1
"id_4563945076302";"36";36031;1;1;585;1;1
"id_4560945076081";"13";13065;1;1;504,3;2;1
"id_4560945076094";"55";55032;1;1;506,3;1;1
"id_4597945679764";"50";50132;1;2;594,9;1;1
"id_4597945679762";"13";13083;1;1;669,35;1;1
"id_4591945679199";"36";36029;1;2;574,2;2;1
"id_4719947871984";"19";19047;1;2;750,8;1;1
"id_4719947871937";"49";49207;1;2;511,65;1;1
"id_4744947874426";"18";18054;1;3;564,6;1;1
"id_4742947874294";"18";18041;1;1;555,8;1;1
"id_4728947872839";"49";49306;1;3;511,1;2;1
"id_4728947872868";"47";47461;1;1;598;1;1
"id_4728947872866";"35";35040;1;1;538,7;1;1
"id_4729947872924";"49";49202;1;7;493,2;1;1
"id_4729947872934";"34";34018;1;1;616,6;2;1
"id_4729947872904";"35";35064;1;1;519,8;2;1
"id_4729947872902";"49";49215;1;1;520,1;1;1
"id_4729947872903";"16";16034;1;3;627,75;2;1
"id_4725947872586";"49";49212;1;1;601,9;1;1
"id_4725947872593";"35";35006;1;1;600,4;1;1
"id_4724947872456";"16";16045;1;1;636,1;1;1
"id_4724947872477";"52";52443;1;1;582,65;2;1
"id_4724947872446";"47";47491;1;1;607,05;1;1
"id_4763947876345";"19";19084;1;3;618,4;2;1
"id_4786947578668";"42";42003;1;2;655,7;1;1
"id_4721947572112";"52";52141;1;7;559,2;1;1
"id_4752947775242";"39";39119;1;1;614,4;1;1
"id_4705947770516";"38";38168;1;1;549;1;8
"id_4766947776686";"22";22023;1;1;665,5;1;1
"id_4779947177944";"38";38004;1;2;663,45;1;1
"id_4758947475872";"42";42023;1;1;601,4;1;1
"id_4714947071400";"55";55089;1;1;634,7;1;1
"id_4729947072910";"55";55020;1;2;506,1;1;1
"id_4731947673144";"38";38167;1;1;530,9;1;8
"id_4198941879890";"20";20086;1;1;603,6;1;1
"id_4138941973885";"49";49013;1;1;531,2;1;1
"id_4173941577314";"35";35062;1;1;605,7;1;1
"id_4191941779190";"49";49103;1;1;591,8;1;1
"id_4170941777020";"11";11078;1;1;684,65;1;1
"id_4145941774539";"12";12062;1;1;643,05;1;1
"id_4196941179656";"22";22030;1;2;514,7;1;1
"id_4137941173771";"40";40023;1;3;607,75;1;1
"id_4117941271760";"49";49109;1;1;535,9;1;1
"id_4167941276747";"51";51153;1;11;493,45;1;2
"id_4194941379489";"45";45005;1;1;603,5;1;1
"id_4171941377162";"49";49213;1;1;493,9;1;1
"id_4169941676992";"41";41026;1;1;563,3;1;1
"id_4498944879887";"18";18054;1;1;618,3;1;1
"id_4455944875561";"50";50118;1;4;498,7;1;1
"id_4449944874934";"41";41027;1;1;563;1;1
"id_4420944872094";"30";30039;1;1;526,4;1;1
"id_4467944876726";"52";52115;1;1;520,2;2;1
"id_4430944973077";"36";36010;1;1;503,15;1;1
"id_4466944976664";"50";50126;1;2;555,7;2;1
"id_4453944575366";"40";40040;1;10;632,3;1;2
"id_4489944778913";"13";13024;1;2;654,75;1;1
"id_4454944775496";"49";49209;1;1;517,6;2;1
"id_4407944470753";"26";26096;1;1;437,7;1;1
"id_4487944278741";"14";14033;1;1;535,7;1;1
"id_4459944275903";"55";55022;1;4;566,6;1;1
"id_4434944373495";"37";37091;1;1;583,1;2;1
"id_4434944373445";"30";30044;1;1;570,45;1;1
"id_4434944373436";"37";37035;1;1;549,3;2;1
"id_4432944373257";"49";49309;1;2;520,4;1;1
"id_4432944373251";"49";49311;1;11;473,35;2;2
"id_4460944376056";"55";55020;1;4;498,5;1;1
"id_4419944071936";"49";49108;1;5;496,15;1;1
"id_4409944070946";"20";20007;1;1;545;1;1
"id_4466944076644";"47";47002;1;1;619,7;1;1
"id_4413944671320";"12";12089;1;1;667,1;1;1
"id_4292942879213";"45";45038;1;3;538,55;1;8
"id_4236942873616";"22";22077;1;1;470,8;1;1
"id_4279942977942";"53";53301;1;2;597,85;2;1
"id_4210942771069";"16";16008;1;1;671,6;1;1
"id_4241942774119";"52";52177;1;1;549,25;1;1
"id_4212942171275";"11";11061;1;2;648,75;1;1
"id_4248942474841";"12";12096;1;1;616,9;1;1
"id_4247942474702";"20";20066;1;1;520,8;1;1
"id_4206942470645";"46";46403;1;2;579,4;1;1
"id_4283942278356";"19";19005;1;3;569,55;1;1
"id_4270942377039";"25";25034;1;1;551,45;2;1
"id_4259942075995";"55";55011;1;2;592,8;1;1
"id_4274942077436";"50";50929;1;1;714,15;2;1
"id_4210942071059";"12";12030;1;1;638,85;1;1
"id_4226942072619";"23";23075;1;1;735,1;2;1
"id_4252942675239";"22";22021;1;1;535,4;1;1
"id_4335943973524";"26";26007;1;2;448,2;1;1
"id_4369943976968";"49";49112;1;1;579,55;1;1
"id_4309943570925";"11";11005;1;4;612,95;1;1
"id_4357943175723";"26";26094;3;3;790,898;1;1
"id_4371943177186";"11";11020;1;1;674,3;1;1
"id_4397943379761";"52";52115;1;11;539,2;2;2
"id_4310943371048";"16";16100;1;2;655,1;1;1
"id_4368943076881";"16";16035;1;1;648,4;1;1
"id_4043940874395";"52";52258;1;1;514,05;1;1
"id_4008940870819";"29";29004;1;5;516,4;1;1
"id_4000940870046";"13";13077;1;1;631,75;1;1
"id_4092940979266";"55";55025;1;1;436;1;1
"id_4093940979307";"18";18060;1;3;574,4;1;1
"id_4053940975357";"18";18046;1;1;507,8;1;1
"id_4050940975002";"24";24047;1;1;761,1;1;1
"id_4004940570495";"19";19088;1;1;521,67;1;1
"id_4039940173955";"37";37027;1;1;635,3;1;1
"id_4099940479920";"19";19021;1;1;543,95;1;1
"id_4045940474544";"44";44023;1;1;723,4;1;1
"id_4045940474535";"13";13022;1;2;523,45;1;1
"id_4028940472809";"22";22067;1;1;562,65;1;1
"id_4061940276146";"27";27028;1;1;605,5;1;1
"id_4020940072083";"55";55057;1;2;434,7;1;1
"id_4698946779857";"46";46301;1;1;533,4;1;1
"id_4697946779737";"22";22021;1;1;555,8;1;1
"id_4690946779094";"41";41032;1;1;580,2;1;1
"id_4626946772601";"50";50927;1;7;634,6;1;1
"id_4630946173026";"22";22056;1;1;629,7;1;1
"id_4669946176924";"26";26303;1;1;585,1;1;1
"id_4695946479520";"27";27023;1;1;524,8;1;1
"id_4656946275640";"13";13026;1;2;552,55;1;1
"id_4602946270276";"29";29029;1;1;696;1;1
"id_4647946374741";"45";45025;1;1;638,95;1;1
"id_4667946376797";"50";50202;1;1;555,8;1;1
"id_4661946076130";"49";49309;1;1;660,75;2;1
"id_4679946677962";"21";21080;1;1;578,75;1;1
"id_2831928873180";"41";41004;1;1;612,95;2;1
"id_2803928570377";"22";22106;1;11;567,5;1;8
"id_2891928779167";"39";39130;1;5;477,6;1;1
"id_2873928777363";"26";26007;1;1;574;1;1
"id_2862928176264";"52";52060;1;1;464;1;1
"id_2894928479400";"24";24067;1;3;627,3;2;1
"id_2827928472728";"27";27040;1;2;529,9;1;1
"id_2817928271762";"17";17823;1;2;532,8;1;1
"id_2848928274813";"26";26008;1;1;682,6;1;1
"id_2847928274704";"33";33033;1;11;639,35;1;8
"id_2838928273892";"16";16039;1;2;682,35;1;1
"id_2839928273920";"16";16049;1;1;633,4;1;1
"id_2804928270494";"38";38003;1;1;562,4;1;1
"id_2818928371834";"45";45025;1;1;549,2;1;1
"id_2821928372190";"11";11040;1;1;688,3;1;1
"id_2808928070875";"38";38005;1;1;660,85;1;1
"id_2935929873515";"15";15443;1;1;522,7;1;1
"id_2915929971505";"21";21039;1;1;595,05;1;1
"id_2913929771372";"17";17086;1;2;534,55;2;1
"id_2947929774776";"25";25027;1;1;585,7;1;1
"id_2942929774209";"25";25025;1;1;612,3;1;1
"id_2933929773322";"36";36063;1;1;542,8;1;1
"id_2904929770476";"36";36016;1;1;451,7;1;1
"id_2995929179550";"49";49204;1;1;735,7;2;1
"id_2915929171506";"20";20057;1;1;588,95;1;1
"id_2906929170697";"40";40071;1;1;659,3;1;1
"id_2997929479748";"35";35057;1;1;617,2;1;1
"id_2994929479486";"11";11095;1;4;703,5;1;1
"id_2997929279716";"50";50502;1;1;540,3;1;1
"id_2974929277422";"24";24067;1;2;745,8;1;1
"id_2996929379636";"22";22104;1;2;557,2;2;1
"id_2942929674252";"33";33005;1;1;620,9;1;1
"id_2906929670602";"40";40074;1;3;604,6;1;1
"id_2962929676265";"51";51151;1;2;671,95;1;1
"id_2522925972292";"26";26092;1;3;711,4;1;1
"id_2503925970378";"41";41127;1;8;618,15;1;1
"id_2576925577670";"22";22070;1;1;456,6;1;1
"id_2548925574893";"22";22037;1;1;572,95;1;1
"id_2578925777846";"14";14033;1;1;701,9;1;1
"id_2502925170271";"38";38176;1;1;650,4;2;1
"id_2550925475081";"47";47431;1;2;584,65;1;1
"id_2577925477732";"20";20024;1;1;576,15;1;1
"id_2578925277859";"25";25001;1;1;573,1;1;1
"id_2536925673688";"16";16080;1;1;607,2;1;1
"id_2768927876808";"55";55063;1;1;537;1;1
"id_2768927876867";"37";37090;1;3;646,75;1;2
"id_2799927979966";"17";17837;1;3;457,7;1;1
"id_2703927970300";"30";30091;1;1;616,5;1;1
"id_2776927577642";"14";14096;1;1;679,1;1;1
"id_2720927572027";"50";50129;1;1;699,7;1;1
"id_2764927576494";"41";41116;1;1;521,6;1;1
"id_2783927178357";"20";20050;1;1;550;1;1
"id_2775927177540";"32";32162;1;1;555,5;1;1
"id_2746927174600";"20";20071;1;1;645,75;1;1
"id_2727927172703";"17";17077;1;1;647,35;1;1
"id_2737927173787";"21";21074;1;1;496;1;1
"id_2702927170210";"13";13019;1;3;595,45;2;1
"id_2709927470976";"26";26062;1;1;446,9;1;1
"id_2756927275604";"33";33025;1;1;477,2;1;1
"id_2776927277625";"11";11028;1;1;676;2;1
"id_2714927271423";"32";32005;1;2;532,3;1;1
"id_2748927274810";"48";48001;1;1;555,1;1;1
"id_2748927274863";"34";34006;1;1;606;2;1
"id_2704927270441";"20";20024;1;1;611;1;1
"id_2708927370860";"25";25044;1;1;564,4;1;1
"id_2717927071769";"41";41029;1;1;649,2;1;1
"id_2713927071314";"47";47005;1;1;614,5;1;1
"id_2709927070940";"36";36029;1;3;586;1;1
"id_2787927678702";"16";16060;1;3;702,75;1;1
"id_2777927677727";"49";49214;1;1;525,2;1;1
"id_2176921877655";"14";14007;1;1;558,8;1;1
"id_2121921972193";"45";45041;1;1;563;1;1
"id_2199921579998";"19";19020;1;2;563,6;1;1
"id_2110921571040";"39";39110;1;1;517,7;1;1
"id_2159921775902";"11";11021;1;1;636,35;1;1
"id_2117921171729";"41";41032;1;4;566,1;1;1
"id_2135921173594";"51";51150;1;7;531,6;1;1
"id_2151921475129";"25";25053;1;1;714,25;1;1
"id_2111921471107";"34";34039;1;1;661,85;2;1
"id_2101921470162";"19";19091;1;2;584,8;1;1
"id_2164921476436";"26";26029;1;2;572;1;1
"id_2166921476614";"11";11028;1;1;621,6;1;1
"id_2170921277003";"55";55023;1;1;514,5;1;1
"id_2142921274293";"16";16011;1;1;680,35;1;1
"id_2103921270314";"22";22025;1;1;565;1;1
"id_2163921276361";"22";22077;1;1;453,7;1;1
"id_2153921375359";"48";48002;1;1;626,5;1;1
"id_2174921377499";"20";20022;1;1;650,2;1;1
"id_2133921373336";"17";17823;1;1;628,9;1;1
"id_2189921678942";"29";29035;1;1;478,7;1;1
"id_2116921671609";"47";47002;1;1;661,65;1;1
"id_2471924877100";"19";19026;1;6;527,4;1;1
"id_2467924876747";"16";16045;1;1;660,8;1;1
"id_2460924976029";"11";11090;1;1;662,15;1;1
"id_2409924770985";"36";36065;1;1;509,9;1;1
"id_2443924174311";"19";19068;1;1;602,75;1;1
"id_2405924170573";"13";13030;1;1;628,45;1;1
"id_2402924170231";"13";13063;1;3;529,75;1;1
"id_2402924170202";"13";13031;1;2;576,05;1;1
